Q100	city in and state capital of Massachusetts, United States
Q622769	2013 superhero film directed by Zack Snyder
Q62277	German botanist (1779-1864)
Q6228	German district in North Rhine-Westphalia
Q622848	American film and television production company
Q622876	autonomous okrug of Russia
Q622946	American animated television series
Q6230	German district in North Rhine-Westphalia
Q6230167	Canadian ice hockey player
Q623051	1968 horror film directed by George A. Romero
Q62306	German physician/pathologist
Q6231	Italian city in Lombardy
Q6231759	American ice hockey player
Q6232142	American writer
Q6233	cycling team
Q623367	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q62337	city in Armenia
Q623374	commune in Marne, France
Q6233875	British diplomat
Q6234	German district of North Rhine-Westphalia
Q623443	1997 film by Barry Levinson
Q6234476	German-American businessman and activist
Q623464	municipality of Germany
Q623498	commune in Alpes-de-Haute-Provence, France
Q6235082	Syrian-American actor (1898-1968)
Q623518	2006 film by Wayne Kramer
Q6235261	Canadian ice hockey player (born 1959)
Q623592	highway in California
Q623596	1959 film by Henry King
Q623695	former highway in California
Q6237	Italian comune
Q623724	2000 film by Jay Roach
Q6237453	American actor (1887-1958)
Q623759	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q6237626	Canadian ice hockey player
Q62379	German geologist
Q6238	town in the region Umbria, in Italy
Q623808	former commune in Loire-Atlantique, France
Q623842	commune in Vaucluse, France
Q623864	2000 film directed by Steve Barron
Q623873	Soviet human spaceflight project
Q6239	district in North Rhine-Westphalia, Germany
Q623903	first United States human spaceflight, on May 5, 1961
Q6239147	Scottish footballer (born 1963)
Q623930	commune in Vaucluse, France
Q624	Italian association football player
Q62400	Historian, political writer (1834-1896)
Q6240311	Canadian ice hockey defenceman, born 1954
Q624055	1942 film by John Rawlins
Q624062	commune in Lot, France
Q624070	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q624112	commune in Aude, France
Q624116	highway in California
Q624136	commune in Ille-et-Vilaine, France
Q624139	former commune in Ille-et-Vilaine, France
Q62414	German journalist (1923-2002)
Q624148	commune in Haute-Loire, France
Q6241896	American ice hockey player
Q6242	Dutch cyclo-cross, road bicycle racer and track racer
Q624213	commune in Vaucluse, France
Q62424	cycling team
Q624304	commune in Ariège, France
Q624375	company
Q624396	municipality in Werra-Meißner-Kreis in Hesse, Germany
Q6244	Italian comune
Q624428	municipality in Landkreis Gießen in Hesse, Germany
Q6245	district in North Rhine-Westphalia, Germany
Q624556	cathedral of the Catholic Archdiocese of New York
Q6246	district in North Rhine-Westphalia, Germany
Q624603	2012 film by Rupert Sanders
Q624604	British police procedural television series
Q624607	television series (2010-2011)
Q624609	1990 film by Frank Marshall
Q62463	German physicist
Q62464	municipality in Gävleborg County, Sweden
Q6246764	former ice hockey player, college ice hockey coach
Q62469	municipality in Gävleborg County, Sweden
Q6247	Italian comune
Q6247545	Canadian ice hockey player
Q624772	1998 American crime film directed by Danny Cannon
Q6248	town in the region Umbria, in Italy
Q624802	Flemish painter and engraver (1611-1661)
Q624805	commune in Hérault, France
Q624816	commune in Aude, France
Q624857	1993 film by Peter Medak
Q624861	basketball player
Q624871	commune in Ariège, France
Q6249	district in North Rhine-Westphalia, Germany
Q624927	former commune in Maine-et-Loire, France
Q624970	public university established in 1899 and located in Marquette, Michigan, U.S.
Q624977	passenger ship built in 1983
Q624992	commune in Ariège, France
Q6250	disputed territory in the Maghreb region of North Africa
Q62503	American film director, cinematographer, and producer
Q625095	municipality of Germany
Q62518	German chemist
Q6252	Italian comune
Q6252237	sculpture by Charles Henry Niehaus
Q625239	municipality in Landkreis Kassel in Hesse, Germany
Q6253	district in North Rhine-Westphalia, Germany
Q62539	German Neo-Nazi and daughter of SS chief Heinrich Himmler (1929-2018)
Q625424	1996 American film by Peter Farrelly, Bobby Farrelly
Q625429	1986 film by Mike Nichols
Q62545	Czech ice hockey player
Q625458	city in Monterey County, California
Q62547	German cinematographer
Q6255435	writer, comedian and producer from the United States
Q6255748	American actor
Q62558	American dancer and actress
Q62564	American romantic comedy television series
Q625669	commune in Vaucluse, France
Q625675	commune in Vaucluse, France
Q6257	district in North Rhine-Westphalia, Germany
Q62570	American architect
Q62573305	American web television series
Q625740	commune in Vaucluse, France
Q6257617	American ice hockey player
Q625770	1995 miniseries by Tom Holland
Q625792	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q625809	commune in Vaucluse, France
Q625857	commune in Vaucluse, France
Q6259	Italian comune
Q62594	Elector Palatine, Duke of Jülich and Berg and Count Palatine of Neuburg (1661-1742)
Q625954	commune in Vaucluse, France
Q625964	commune in Vaucluse, France
Q62596820	hall of fame award for lacrosse
Q626	river in Russia; longest river in Europe
Q626017	commune in Vaucluse, France
Q6260399	(1887 - 1953) American etcher
Q626045	historical province in Sweden
Q62605	German jurist
Q626062	historical province in Sweden
Q62606790	24th edition of the Giro di Sicilia
Q62612	German astronomer
Q626178	Fox Broadcasting Company's American children's programming division
Q62626	German navy officer and world war II U-boat commander
Q626282	commune in Aude, France
Q626286	commune in Lozère, France
Q6264	district in North Rhine-Westphalia, Germany
Q62641	municipality in Troms og Finnmark, Norway
Q6265	town in the region Umbria, in Italy
Q626520	commune in Ille-et-Vilaine, France
Q626582	commune in Ille-et-Vilaine, France
Q6266212	1949 film by Ted Tetzlaff
Q6266230	1945 film by Edwin L. Marin
Q62665	1973 film by George Roy Hill
Q626650	1944 film by Norman Z. McLeod, Jules Dassin
Q626676	commune in Vaucluse, France
Q62669	German biologist (1848-1920)
Q626690	mountain range
Q626745	2004 film by John Lee Hancock
Q626833	East German footballer and manager
Q626840	village in North Macedonia
Q626851	1978 film by Brian De Palma
Q62686	German orientalist, theologian, and Biblical exegete (1803-1875)
Q6269240	UK charity providing expertise in digital technology for research and education
Q6269632	Filipino basketball player
Q627004	commune in Somme, France
Q6270441	episode of Star Trek: The Next Generation (S6 E12)
Q627073	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q627077	municipality of the Philippines in the province of Agusan del Sur
Q627120	municipality of the Philippines in the province of Agusan del Sur
Q627144	municipality of the Philippines and capital of the province of Agusan del Sur
Q6271827	suburb of Sydney, New South Wales, Australia
Q6272	German district of North Rhine-Westphalia
Q627209	1975 film by Norman Jewison
Q62721147	cycling race in Spain
Q62722273	cycling race
Q627245	former commune in Manche, France
Q627260	municipality of the Philippines in the province of Agusan del Sur
Q627276	municipality in Lahn-Dill-Kreis in Hesse, Germany
Q62732	German SS surgeon
Q6273205	American film producer
Q62733	Brazilian association football player
Q62735	German basketball player
Q6273580	American actor
Q627376	German footballer
Q627390	municipality of the Philippines in the province of Agusan del Norte
Q6274	Italian city in Valtellina
Q627426	municipality of Germany
Q627434	municipality of the Philippines in the province of Agusan del Norte
Q627437	municipality of Germany
Q627484	municipality of Germany
Q627493	commune in Meuse, France
Q6275	German district of North Rhine-Westphalia
Q627529	municipality of the Philippines in the province of Agusan del Norte
Q62756	German botanist (1855-1932)
Q62757	German Eugenicist
Q627572	municipality of the Philippines in the province of Agusan del Norte
Q62763	German engineer
Q6276359	Scottish footballer (born 1993)
Q627638	municipality of the Philippines in the province of Agusan del Norte
Q62767	German botanist (1845-1920)
Q627727	commune in Hérault, France
Q6277901	Uruguayan footballer
Q62780	ice hockey player
Q62786	Brazilian association football player
Q627931	1947 film by Victor Saville
Q627942	1980 American crime thriller film by John Cassavetes
Q628	comune in Lombardy, Italy
Q6280	German district of North Rhine-Westphalia
Q628139	2010 American action film directed by Phillip Noyce
Q62815	commune in Morbihan, France
Q628154	2011 film by Brad Bird
Q62819	commune in Morbihan, France
Q628219	Israeli basketball player
Q628226	commune in Vienne, France
Q62823	Capital district of Atlántico Department in Colombia
Q6282326	actor (1883-1966)
Q628242	commune in Aude, France
Q628273	Serbian basketball player and coach
Q62828	commune in Morbihan, France
Q628280	district of the Czech Republic
Q62830	German economist and social reformer
Q628313	commune in Haute-Garonne, France
Q62833	German economist (1838-1917)
Q62834	commune in Morbihan, France
Q628359	commune in Charente, France
Q62836	commune in Morbihan, France
Q62838	commune in Morbihan, France
Q62841	commune in Morbihan, France
Q628415	American ice hockey player
Q62842	German economist
Q628422	Dutch basketball player
Q628429	airport
Q6284763	American ice hockey player
Q628489	commune in Aude, France
Q628492	1954 film by Douglas Sirk
Q6285	Italian comune
Q62855	German botanist (1805-1877)
Q628583	commune in Aude, France
Q628637	award
Q62865	German botanist and university teacher (1829-1927)
Q628664	1942 film by Orson Welles, Robert Wise
Q628668	American basketball player
Q62868	city with powiat rights of Poland
Q628695	railway station
Q6287	German district of North Rhine-Westphalia
Q62872	commune in Morbihan, France
Q628739	human spaceflight
Q628846	basketball player and coach
Q628849	commune in Aude, France
Q628891	commune in Aude, France
Q62890	American physicist
Q628912	commune in Aude, France
Q6289383	American screenwriter
Q629038	canton of Azuay province, Ecuador
Q6290803	Brazilian association football player (1986-2016)
Q629088	city in California
Q6291	town in the region Umbria, in Italy
Q629150	commune in Ille-et-Vilaine, France
Q62918	Bangladeshi architect
Q6292	district in North Rhine-Westphalia, Germany
Q629217	commune in Ariège, France
Q629228	American basketball player
Q629287	municipality of Germany
Q6292877	Spanish footballer (1937-2019)
Q629304	British actor
Q629318	human spaceflight
Q62933	German archaeologist
Q6293337	Footballer (1931-2004)
Q629376	municipality of Germany
Q629379	Russian ice hockey player
Q629410	arrondissement of France
Q629442	commune in Ardennes, France
Q629461	football tournament
Q6295	district in North Rhine-Westphalia, Germany
Q629502	television series
Q629530	census designated place in Sacramento County, California
Q62954	Elector Palatine
Q629540	commune in Ariège, France
Q629556	municipality of Germany
Q629566	commune in Somme, France
Q629580	1911 film
Q629596	2011 film by Will Gluck
Q6296072	1934 film by William Keighley
Q6296296	episode of Star Trek: The Next Generation (S7 E20)
Q629649	Soccer competition
Q629654	the 13rd season of Cypriot First Division
Q62966	German jurist
Q6296600	1945 film by Anthony Mann
Q629696	American actor
Q629725	district in Okinawa prefecture, Japan
Q62975	American actor and fashion model
Q629760	commune in Ariège, France
Q6298	district of North Rhine-Westphalia, Germany
Q629854	Canadian ice hockey player
Q629890	commune in Tarn-et-Garonne, France
Q629912	commune in Haute-Garonne, France
Q629927	former commune in Manche, France
Q6299345	Argentine footballer
Q629960	Soviet footballer
Q629975	Romantic comedy thriller directed by Florian Henckel von Donnersmarck
Q630018	German TV and movie award
Q630025	Luxembourger road cyclist
Q630032	2008 animated adventure comedy film directed by Jimmy Hayward and Steve Martino
Q630097	commune in Ariège, France
Q6301	district in Saxony, Germany
Q630159	arrondissement of France
Q630196	former commune in Manche, France
Q630221	commune in Aude, France
Q630223	Brazilian footballer and manager (1905-1939)
Q630258	commune in Charente, France
Q63026	1996 romantic drama film directed by Anthony Minghella
Q63027	Catholic cardinal
Q630279	association football club in Japan
Q6303	town in the region Umbria, in Italy
Q630345	commune in Loiret, France
Q630372	Puerto Rican professional basketball team
Q630399	commune in Ille-et-Vilaine, France
Q63040	German botanist (1852-1933)
Q6304405	American photographer and feminist
Q630484	American basketball player
Q630496	1994 television movie directed by Joseph Sargent
